row_number,reasons,Case Number,Address,Date & Time,Offense Description,Case Disposition,PD District
300973,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00161370,W 2ND ST & W PROSPECT AV5E/24/2016 at 8:00,,POSSESSING CRIMINAL TOOLS*CHARGED / FELONY,,
300974,'Address' contains a date/time (leak?),2016-00161344,E 15TH ST & SUPERIOR AVE 5E/24/2016 at 8:00,,ASSAULT,,3
300999,'Address' contains a date/time (leak?),2016-00161118,E 85TH ST & WADE PARK AVE5/24/2016 at 0:25,,"FAILURE REPORT A CRIME, INJURY, KNOWLEDGE OF DEATH",,3
301026,'Case Disposition' garbled/scrambled text,2016-00160997,3271 E 55TH ST,5/23/2016 at 22:09,ASSAULT-RECKLESS-GUN(SERNIOOU,PSA HPAERRMS) - N.F.I.L.,3
301049,'Offense Description' garbled/scrambled text,2016-00160812,3782 E 52ND ST,5/23/2016 at 19:23,ASSAULT-RECKLESS-OTHER WEAP(SERIOUS HARM),,3
301054,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00160792,W 134TH ST & SAN DIEGO AV5E/23/2016 at 19:09,,,,1
301067,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00160711,SCRANTON RD & CASTLE AV5E/23/2016 at 18:08,,CRIMINAL CHILD ENTICEMENT,,2
301075,'Date & Time' doesn't look like a date; 'Address' possible overlapping text,2016-00160653,I 90 W & E 55TH - MARGINAL 5R/D23S/ 2E0X1I6T,at 17:27,PETTY THEFT,,5
301109,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00160415,W 3RD ST & W SUPERIOR AV5E/23/2016 at 14:26,,ROBBERY-STRONG ARM-HIGHWAY,,3
301110,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00160413,E 114TH ST & GLENWOOD AV5E/23/2016 at 14:22,,CRIMINAL DAMAGING OR ENDANGERING,UCP,
301114,'Address' contains a date/time (leak?),2016-00160384,E 105TH ST & PASADENA AVE5/23/2016 at 14:01,,HAVING WEAPONS WHILE UNDER DISABILITY,,5
301135,'Offense Description' garbled/scrambled text,2016-00160268,1298 W 110TH ST,5/23/2016 at 12:16,ROBBERY-STRONG ARM-MISCENLOL APNAEPOEURSS - N.F.I.L.,,1
301166,'Address' contains a date/time (leak?),2016-00159885,W 9TH ST & W ST CLAIR AVE5/23/2016 at 2:45,,ASSAULT,,3
301176,'Address' contains a date/time (leak?),2016-00159798,I 90 W & I 77 N - E 14TH ENTR5/23/2016 at 0:28,,DUI-UNDER THE INFLUENCE OF ALCOHOL AND/OR DRUGS,,3
301237,'Offense Description' garbled/scrambled text,2016-00159395,1105 E 143RD ST,5/22/2016 at 17:55,RECOVERED VEH/PROPERTY NON-CRIME,,
301239,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00159378,11213 MOUNT OVERLOOK AV5E/22/2016 at 17:36,,CRIMINAL DAMAGING OR ENDANGERING,,3
301243,'Address' contains a date/time (leak?),2016-00159463,E 105TH ST & SOMERSET AVE5/22/2016 at 17:16,,DRUG ABUSE: CONTROLLED SUBSTANCE POSSESSION OR USE,,3
301244,'Address' contains a date/time (leak?),2016-00159356,E 105TH ST & SOMERSET AVE5/22/2016 at 17:16,,POSSESSING CRIMINAL TOOLS,,5
301297,'Offense Description' garbled/scrambled text,2016-00182749,E 125TH ST & HART AVE,5/22/2016 at 10:17,RECOVERED VEH/PROPERTY NON-CRIME,,5
301321,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00158813,W 130TH ST & BENNINGTON 5A/V2E2/2016 at 4:00,,ROBBERY-STRONG ARM-HIGHWAY,,1
301323,'Address' contains a date/time (leak?),2016-00158816,E 55TH ST & WOODLAND AVE5/22/2016 at 3:30,,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,,3
301335,'Address' contains a date/time (leak?),2016-00158662,BRAINARD AVE & W 17TH ST5/22/2016 at 0:26,,DOMESTIC VIOLENCE,,2
301350,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00158658,ADDISON RD & SUPERIOR AV5E/21/2016 at 23:15,,DISORDERLY CONDUCT AND ACTIVITY,RTA,
301357,'Address' contains a date/time (leak?),2016-00158520,E 129TH ST & BARTFIELD AVE5/21/2016 at 22:19,,,,5
301361,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2016-00158477,SR 176 N & SPRING - HINCKL5E/Y21,P/2K0W16Y aEt N2T1:R43,DRUG ABUSE: CONTROLLED SUBSTANCE POSSESSION OR USE,,2
301365,'Address' contains a date/time (leak?),2016-00158929,WINSLOW AVE & CENTER ST5/21/2016 at 21:00,,PETTY THEFT,,2
301367,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text; 'Date & Time' garbled/scrambled text,2016-00158321,MARTIN LUTHER KING JR DR5,&/2 1P/A2R01K6V aIEt W19 A:0V6E,PETTY THEFT,,4
301376,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00158280,INTERGRAPHINCIDENTADDR5E/2S1S/2016 at 18:35,,,,
301405,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00157996,HERRICK RD & COLUMBIA AV5E/21/2016 at 14:00,,FELONIOUS ASSAULT - FIREARM,,5
301425,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00157823,E 152ND ST & LAKE SHORE B5L/2V1D/2016 at 10:44,,,,
301471,'Address' contains a date/time (leak?),2016-00157497,W 6TH ST & W ST CLAIR AVE5/21/2016 at 1:00,,PETTY THEFT,,3
301479,'Offense Description' garbled/scrambled text,2016-00291773,975 PARKWOOD DR,5/21/2016 at 0:00,RECOVERED VEH/PROPERTY NON-CRIME,,5
301486,'Address' contains a date/time (leak?),2016-00157399,W 75TH ST & FRANKLIN BLVD5/20/2016 at 23:20,,DOMESTIC VIOLENCE,ACTIVE,2
301503,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-00157255,3155 MARTIN LUTHER KING J5R/2,D0/R2016 at 21:41,,,4
301562,'Address' contains a date/time (leak?),2016-00156672,E 115TH ST & SUPERIOR AVE5/20/2016 at 13:49,,ASSAULT,,5
301566,'Address' contains a date/time (leak?),2016-00156658,E 151ST ST & GLENDALE AVE5/20/2016 at 13:15,,DISCHARGING A FIREARMS,,4
301579,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00156752,ROSA PARKS DR & SUPERIO5R/ 2A0V/2E016 at 12:00,,FELONIOUS ASSAULT - FIREARM,,5
301585,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00156548,BRADGATE AVE & ROCKY RIV5E/2R0 /D20R16 at 11:20,,CRIMINAL DAMAGING OR ENDANGERING,,1
301627,'Address' contains a date/time (leak?),2016-00156177,BROADVIEW RD & MAYVIEW 5A/V20E/2016 at 0:17,,POSSESSING CRIMINAL TOOLS,,2
301646,'Address' contains a date/time (leak?),2016-00156286,E 13TH ST & SUPERIOR AVE 5E/19/2016 at 22:30,,MOTOR VEHICLE TRESPASS,,3
301668,'Offense Description' garbled/scrambled text,2016-00155916,12421 IMPERIAL AVE,5/19/2016 at 19:55,RECOVERED VEH/PROPERTY NON-CRIME,,4
301687,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-00155796,MARCELLA RD & LAKE SHOR5E/1,B9L/2V0D16 at 18:00,,,3
301707,'Address' contains a date/time (leak?),2016-00155553,W 3RD ST & W ST CLAIR AVE5/19/2016 at 15:11,,,,3
301717,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-00155542,CLEVELAND MEMORIAL SHR5W/1A9Y/2,W01 &6 Wat 1449:T4H0 EXIT,PETTY THEFT,,2
301755,'Address' contains a date/time (leak?),2016-00155291,CLIFFVIEW RD & WESTON RD5/19/2016 at 10:55,,,,5
301791,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00154997,E 33RD ST & ST CLAIR AVE N5E/19/2016 at 1:25,,RECEIVING STOLEN PROPERTY,,3
301799,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00155012,S MORELAND BLVD & DREXM5O/1R9/E2 0R1D6 at 0:50,,PETTY THEFT,,
301838,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2016-00154601,8000 CLEVELAND MEMORIAL,5 S/1H8R/2W01A6Y a Wt 18:54,VIOLATION OF STATE DRUG LAW,,3
301839,'Address' contains a date/time (leak?),2016-00154606,BROADWAY AVE & AETNA RD5/18/2016 at 18:50,,POSSESSION OF DRUGS,,4
301846,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00155768,RUDYARD RD & POMEROY AV5/E18/2016 at 18:00,,AGGRAVATED ROBBERY,,5
301848,'Address' contains a date/time (leak?),2016-00154464,CLIFFVIEW RD & EUCLID AVE5/18/2016 at 17:06,,,,5
301867,'Address' contains a date/time (leak?),2016-00154584,E 75TH ST & WOODLAND AVE5/18/2016 at 16:00,,CRIMINAL DAMAGING OR ENDANGERING,,4
301873,'Address' contains a date/time (leak?),2016-00154362,E 136TH ST & CHAPELSIDE A5V/E18/2016 at 15:36,,CRIMINAL DAMAGING OR ENDANGERING,,4
301886,'Address' contains a date/time (leak?),2016-00154372,BRADDOCK AVE & WAYSIDE 5R/D18/2016 at 14:30,,DUI-UNDER THE INFLUENCE OF ALCOHOL AND/OR DRUGS,,5
301888,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2016-00154288,LAKE SHORE BLVD & EUCLID,5 /B1E8A/2C0H16 B aLtV 1D4:25,,,5
301889,'Address' contains a date/time (leak?),2016-00154286,E 142ND ST & HARVARD AVE5/18/2016 at 14:24,,DRUG TRAFFICKING,,
301899,'Offense Description' garbled/scrambled text,2016-00154220,10734 CRESTWOOD AVE,5/18/2016 at 13:07,RECOVERED VEH/PROPERTY NON-CRIME,,4
301957,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00153848,W 2ND ST & W PROSPECT AV5E/18/2016 at 3:04,,ASSAULT,,3
301961,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00153731,3939 COMMUNITY COLLEGE 5A/V1E7/2016 at 23:41,,DISCHARGING A FIREARMS,,3
301968,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00153694,VALLEYVIEW AVE & ROCKY R5I/V1E7/R2 0D1R6 at 23:00,,,,1
301972,'Offense Description' garbled/scrambled text,2016-00153674,1326 W 59TH ST,5/17/2016 at 22:30,ASSAULT-RECKLESS-OTHER WEAP(SERIOUS HARM),,2
301979,'Address' contains a date/time (leak?),2016-00153619,E 30TH ST & SUPERIOR AVE 5E/17/2016 at 21:35,,AGG ROBBERY - DEADLY WEAPON/DANGERIOUS ORD./PHYSICAL 3HARM,,
302009,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-00153924,3155 MARTIN LUTHER KING J5R/1,D7/R2016 at 18:30,PETTY THEFT,,4
302016,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00153354,3642 COMMUNITY COLLEGE 5A/V1E7/2016 at 17:45,,,,3
302068,'Address' contains a date/time (leak?),2016-00152991,W 130TH ST & GILMORE AVE5/17/2016 at 12:00,,IDENTITY THEFT,,
302091,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00156764,12010 MOUNT OVERLOOK AV5E/17/2016 at 8:00,,,,4
302103,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00153746,11213 MOUNT OVERLOOK AV5E/17/2016 at 6:00,,,,3
302134,'Address' contains a date/time (leak?),2016-00152484,E 151ST ST & BARTLETT AVE5/16/2016 at 22:50,,CRIMINAL DAMAGING OR ENDANGERING,,4
302177,'Address' contains a date/time (leak?),2016-00152161,E 80TH PL & WADE PARK AVE5/16/2016 at 18:02,,,,3
302185,'Address' contains a date/time (leak?),2016-00152073,E 88TH ST & WADE PARK AVE5/16/2016 at 16:53,,,,3
302186,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00152064,LAKEVIEW RD & OHLMAN AV5E/16/2016 at 16:44,,FELONIOUS ASSAULT - (ALL),,5
302201,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00151992,LAKEVIEW RD & OHLMAN AV5E/16/2016 at 15:47,,FELONIOUS ASSAULT - (ALL),,5
302251,'Offense Description' garbled text (embedded symbol),2016-00151699,2966 E 116TH ST,5/16/2016 at 11:06,AGG ROBBERY - DEADLY WEAPAOCNT/IDVAENGERIOUS ORD./PHYSICAL 4HARM,,
302277,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00151473,MAYFIELD RD & MURRAY HIL5L/ 1R6D/2016 at 4:22,,ASSAULT,,3
302278,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00151557,WOODLAND AVE & WOODHIL5L/ 1R6D/2016 at 4:07,,DISCHARGING A FIREARMS,RTA,
302360,'Offense Description' garbled text (embedded symbol),2016-00150879,2617 NATCHEZ AVE,5/15/2016 at 15:00,CRIMINAL DAMAGING OR ENDAONPGEENR/SINUGPPLEMENT MODE,,2
302400,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00150772,CARNEGIE AVE & ONTARIO S5T/15/2016 at 5:30,,,,
302408,'Date & Time' possible overlapping text,2016-00150409,COLLEGE AVE & PROFESSOR5/,1S5T/2016 at 1:30,,,2
302410,'Address' contains a date/time (leak?),2016-00150381,WARNER RD & BROADWAY A5V/E15/2016 at 0:59,,OPEN CONTAINER PROHIBITED; EXCEPTION,,4
302471,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-00149956,3750 MARTIN LUTHER KING J5R/1,D4/R2016 at 16:45,CRIMINAL DAMAGING OR ENDANGERING,,4
302489,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00149734,LAKEVIEW RD & SUPERIOR A5V/1E4/2016 at 12:38,,CRIMINAL TRESPASSING -KNOWINGLY ENTER/REMAIN,,5
302527,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00149422,E 169TH ST & GROVEWOOD A5/V1E4/2016 at 3:00,,CRIMINAL DAMAGING OR ENDANGERING,,5
302546,'Address' contains a date/time (leak?),2016-00149325,W 6TH ST & W ST CLAIR AVE5/14/2016 at 1:00,,"FELONIOUS ASSAULT - HANDS, FISTS, FEETS, ETC",,
302588,'Address' contains a date/time (leak?),2016-00148875,E 102ND ST & SUPERIOR AVE5/13/2016 at 19:53,,MENACING,,4
302629,'Date & Time' doesn't look like a date; 'Address' possible overlapping text,2016-00148565,CLEVELAND MEMORIAL SHR5W/1A3Y/2,W01 &6 Wat 136R:D08 E XIT,DUI-UNDER THE INFLUENCE OF ALCOHOL AND/OR DRUGS,,3
302641,'Offense Description' garbled/scrambled text,2016-00148502,W 112TH ST & ALLEY,5/13/2016 at 15:10,RECOVERED VEH/PROPERTY NON-CRIME,,1
302649,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-00151839,3155 MARTIN LUTHER KING J5R/1,D3/R2016 at 14:30,CRIMINAL DAMAGING OR ENDANGERING,,4
302689,'Offense Description' garbled text (embedded symbol); 'Case Disposition' garbled/scrambled text,2016-00148121,3634 EUCLID AVE,5/13/2016 at 8:25,AGG ROBBERY - DEADLY WEAPEOXNC/EDPATNIGOENRAILO,CULSE OARRADN./PCHEYSICAL 3HARM,
302710,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00147881,ONTARIO ST & PROSPECT AV5E/13/2016 at 0:22,,CONSUMPTION OF LIQUOR IN PARKS & REC FACILITIES,RTA,
302717,'Offense Description' garbled/scrambled text,2016-00153190,10016 SOMERSET AVE,5/13/2016 at 0:00,RECOVERED VEH/PROPERTY NON-CRIME,,5
302719,'Offense Description' garbled/scrambled text,2016-00150660,7287 SCHNEIDER CT,5/13/2016 at 0:00,RECOVERED VEH/PROPERTY NON-CRIME,,2
302731,'Address' contains a date/time (leak?),2016-00147828,3702 STANLEY TOLLIVER AVE5/12/2016 at 23:15,,MOTOR VEHICLE THEFT - AUTO,,3
302746,'Offense Description' garbled/scrambled text,2016-00147656,3411 W 49TH ST,5/12/2016 at 20:30,RECOVERED VEH/PROPERTY NON-CRIME,,2
302766,'Date & Time' doesn't look like a date; 'Address' possible overlapping text,2016-00147527,E 30TH ST & COMMUNITY CO5L/1L2E/G20E1,A6V aEt 19:14,ASSAULT,,
302784,'Date & Time' possible overlapping text,2016-00147379,LORAIN AVE & ROCKY RIVER,5 D/1R2/2016 at 16:30,ENDANGERING CHILDREN,,1
302792,'Address' contains a date/time (leak?),2016-00147260,PARKGATE AVE & EAST BLVD5/12/2016 at 15:49,,TAMPERING WITH EVIDENCE,,5
302818,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-08000439,2900 MARTIN LUTHER KING J5R/1,D2/R2016 at 13:00,PETTY THEFT,,
302898,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00146511,ONTARIO ST & PROSPECT AV5E/11/2016 at 23:40,,DISORDERLY CONDUCT,RTA,
302899,'Address' contains a date/time (leak?),2016-00147029,E 89TH ST & WOODLAND AVE5/11/2016 at 23:13,,CRIMINAL DAMAGING OR ENDANGERING,,4
302964,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00145949,E 125TH ST & ARLINGTON AV5E/11/2016 at 16:31,,,,5
302967,'Address' contains a date/time (leak?),2016-00145937,CLIFFVIEW RD & EUCLID AVE5/11/2016 at 16:24,,CRIMINAL DAMAGING OR ENDANGERING,,5
302969,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00154940,PAXTON RD & ARLINGTON AV5E/11/2016 at 16:00,,ASSAULT - SIMPLE,,3
302996,'Offense Description' garbled/scrambled text,2016-00145721,943 E 140TH ST,5/11/2016 at 13:06,RECOVERED VEH/PROPERTY NON-CRIME,,5
303001,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-00154192,77 N TO PERSHING RAMP & P5E/1R1/S2H01IN6G,a tE 1X2I:T50,,,4
303002,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00145696,ONTARIO ST & PROSPECT AV5E/11/2016 at 12:48,,DRUG ABUSE: CONTROLLED SUBSTANCE POSSESSION OR USE,RTA,
303035,'Address' contains a date/time (leak?),2016-00145449,GLENVILLE AVE & E 106TH ST5/11/2016 at 8:13,,CRIMINAL DAMAGING OR ENDANGERING,,
303114,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-00144955,3155 MARTIN LUTHER KING J5R/1,D0/R2016 at 19:22,THEFT,,4
303140,'Address' contains a date/time (leak?),2016-00144808,E 123RD ST & SUPERIOR AVE5/10/2016 at 17:18,,AGGRAVATED MENACING,,5
303162,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-00144650,2544 MARTIN LUTHER KING J5R/1,D0/R2016 at 14:48,BURGLARY,,3
303170,'Address' contains a date/time (leak?),2016-00144625,E 71ST ST & BROADWAY AVE5/10/2016 at 14:29,,THEFT,,4
303189,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00144464,E 143RD ST & SAYBROOK AV5E/10/2016 at 12:12,,OPEN BURNING OR DUMPING,,4
303209,'Address' contains a date/time (leak?),2016-00145012,W 3RD ST & W LAKESIDE AVE5/10/2016 at 10:00,,THEFT - MV PARTS & GASOLINE,,3
303223,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text; 'Date & Time' garbled/scrambled text,2016-00144180,MARTIN LUTHER KING JR DR5,&/1 0C/O20R1L6E aTtT 1A:V30E,DR UNDER THE INFLUENCE OF ALCOHOL AND OR DRUGS,,4
303236,'Address' contains a date/time (leak?),2016-00144124,E 146TH ST & MILVERTON RD5/9/2016 at 23:40,,FELONIOUS ASSAULT - FIREARM,,4
303241,'Address' contains a date/time (leak?),2016-00144068,E 88TH ST & BESSEMER AVE5/9/2016 at 22:50,,FELONIOUS ASSAULT - FIREARM,,4
303264,'Address' contains a date/time (leak?),2016-00143897,E 79TH ST & SAGAMORE AVE5/9/2016 at 19:55,,MOTOR VEHICLE TRESPASS,,3
303299,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-00143604,2698 MARTIN LUTHER KING J5R/9,D/2R016 at 16:01,IDENTITY THEFT,,3
303307,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00143663,WOODHILL RD & HOLTON AV5E/9/2016 at 15:05,,ASSAULT,,4
303319,'Date & Time' possible overlapping text,2016-00143472,LORAIN AVE & ROCKY RIVER,5 D/9R/2016 at 14:03,,,1
303342,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00143361,BRYANT AVE & PARKWOOD D5R/9/2016 at 12:00,,FELONIOUS ASSAULT - FIREARM,,5
303400,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00142899,E 127TH ST & BRACKLAND AV5E/9/2016 at 0:34,,DOMESTIC VIOLENCE,,5
303409,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00142803,4110 WARRENSVILLE CENTE5R/ 8R/2D016 at 22:50,,ASSAULT,,4
303415,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2016-00142767,MARTIN LUTHER KING JR DR5,&/8 /D2O01V6E a At V2E2:21,IMP DISCH FIREARM AT OR INTO HABITATION OR SCHOOL,,4
303422,'Address' contains a date/time (leak?),2016-00142730,W 103RD ST & MADISON AVE5/8/2016 at 21:47,,ASSAULT,,1
303446,'Offense Description' garbled text (embedded symbol),2016-00142564,431 E 123RD ST,5/8/2016 at 19:40,IMP DISCH FIREARM AT OR INTOO PHEANB/ISTUATPIPOLNE MOERN,STC MHOODOEL,5
303455,'Offense Description' garbled/scrambled text,2016-00148270,E 65TH ST & SELMA AVE,5/8/2016 at 17:55,RECOVERED VEH/PROPERTY NON-CRIME,,3
303457,'Address' contains a date/time (leak?),2016-00142445,W 6TH ST & W ST CLAIR AVE5/8/2016 at 17:51,,INTIMIDATION OF CRIME VICTIM OR WITNESS,,3
303464,'Address' contains a date/time (leak?),2016-00142398,E 93RD ST & WOODLAND AVE5/8/2016 at 16:55,,PUBLIC INDECENCY,,3
303465,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2016-00142386,PURITAS AVE & ROCKY RIVER5/ 8D/2R016 at 16:45,,,,1
303485,'Address' contains a date/time (leak?),2016-00143336,E 83RD ST & RAWLINGS AVE5/8/2016 at 14:24,,OPEN BURNING OR DUMPING,,4
303540,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-00141765,CLEVELAND MEMORIAL SHR5W/8A/Y20,E1 6& aEt D 2G:3E3W ATER PARDKR,E NUTNRDER THE INFLUENCE OF ALCOHOL AND OR DRUGS,,1
303560,'Offense Description' garbled text (embedded symbol),2016-00141543,3367 E 134TH ST,5/7/2016 at 22:30,AGGRAVATED MURDER-NON NEOGPLEING/ESNUCPEPLEMENT MODE,,4
303562,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2016-00141536,1942 MARTIN LUTHER KING J5R/7,D/2R016 at 22:27,CRIMINAL DAMAGING OR ENDANGERING,CWRU,
